"epp"|"school_year"|"BEP"|"post"|"alt"|"post_bac"|"trad"|"alt_bl"|"post_bac_bl"|"trad_bl"|"bl"|"trad_bl_prop"|"alt_ela"|"alt_g"|"alt_m"|"alt_sci"|"alt_ss"|"alt_tot"|"alt_cte"|"alt_fa"|"alt_hel"|"alt_sped"|"alt_loe"|"alt_cs"|"post_bac_fa"|"post_bac_g"|"post_bac_m"|"post_bac_sped"|"post_bac_tot"|"post_bac_ela"|"post_bac_hel"|"post_bac_loe"|"post_bac_ss"|"post_bac_sci"|"post_bac_cte"|"post_bac_cs"|"trad_ela"|"trad_fa"|"trad_g"|"trad_m"|"trad_sci"|"trad_ss"|"trad_sped"|"trad_tot"|"trad_cte"|"trad_loe"|"trad_hel"|"trad_cs"
"93"|"University of Texas - Rio Grande Valley"|2021|"Non-BEP"|0|0|2|810|0|0|47|47|0.0580246913580247|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|31|65|141|33|16|22|20|405|0|2|28|0
"94"|"University of Texas - Tyler"|2021|"Non-BEP"|0|0|32|150|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|16|5|4|0|1|2|0|0|5|3|50|2|5|3|0|75|0|1|6|0
"95"|"Abilene Christian University"|2021|"Non-BEP"|0|0|0|126|0|0|15|15|0.119047619047619|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|10|17|4|4|6|3|63|0|0|0|0
"96"|"Arlington Baptist University"|2021|"Non-BEP"|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|4|0|6|0|0|0|0
"97"|"Baylor University"|2021|"Non-BEP"|0|0|0|302|0|0|48|48|0.158940397350993|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|16|55|7|1|5|9|151|0|0|0|0
"98"|"Concordia University"|2021|"Non-BEP"|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|1|0|1|0|6|0|0|1|0
"99"|"Criswell College"|2021|"Non-BEP"|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0
"100"|"Hardin-Simmons University"|2021|"Non-BEP"|0|0|0|80|0|0|9|9|0.1125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|13|3|3|2|2|40|0|0|2|0
"101"|"Howard Payne University"|2021|"Non-BEP"|0|0|0|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|9|2|0|1|0|21|0|0|2|0
"102"|"Midwestern State University"|2021|"Non-BEP"|0|0|0|156|0|0|3|3|0.0192307692307692|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|11|37|2|2|4|6|78|0|2|10|0
"103"|"Our Lady of the Lake University"|2021|"Non-BEP"|0|0|0|36|0|0|2|2|0.0555555555555556|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|6|2|0|0|1|18|0|0|1|0
"104"|"Southwestern University"|2021|"Non-BEP"|0|0|0|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|5|1|1|3|5|22|0|1|0|0
"105"|"St Edwards University"|2021|"Non-BEP"|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|6|2|0|1|0|10|0|0|0|0
"106"|"Sul Ross State University - Rio Grande"|2021|"Non-BEP"|0|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|20|5|0|2|0|30|0|0|0|0
"107"|"Texas A&M University - San Antonio"|2021|"Non-BEP"|0|0|0|292|0|0|8|8|0.0273972602739726|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|81|3|2|9|13|146|0|0|24|0
"108"|"Texas Christian University"|2021|"Non-BEP"|0|0|0|192|0|0|15|15|0.078125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|26|43|1|0|3|4|96|0|0|2|0
"109"|"Texas College"|2021|"Non-BEP"|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|1|0
"110"|"Texas Southern University"|2021|"Non-BEP"|0|0|0|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|4|1|0|0|2|17|0|0|4|0
"111"|"University of the Incarnate Word"|2021|"Non-BEP"|0|0|0|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|8|18|0|2|2|0|37|0|0|4|0
"112"|"Wiley College"|2021|"Non-BEP"|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0
"113"|"240 Certification"|2020|"Non-BEP"|0|24|0|0|2|0|0|2|NA|1|5|1|1|1|12|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"114"|"A Career in Education-ACP"|2020|"Non-BEP"|0|6|0|0|0|0|0|0|NA|0|1|0|1|0|3|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"115"|"A Career in Teaching-EPP (Corpus Christi"|2020|"Non-BEP"|0|96|0|0|0|0|0|0|NA|5|18|3|2|4|48|2|1|4|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"116"|"A Career in Teaching-EPP (McAllen)"|2020|"Non-BEP"|0|280|0|0|37|0|0|37|NA|17|42|5|6|6|140|1|5|5|10|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"117"|"A+ Texas Teachers"|2020|"Non-BEP"|0|16254|0|4|1096|0|0|1096|0|735|2684|432|456|389|8127|261|290|320|1331|79|54|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|2|0|0|0|0
"118"|"ACT-Houston at Dallas"|2020|"Non-BEP"|0|318|0|0|32|0|0|32|NA|22|31|8|9|9|159|8|6|9|10|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"119"|"ACT-Rio Grande Valley"|2020|"Non-BEP"|0|156|0|0|16|0|0|16|NA|15|6|7|8|6|78|7|5|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"120"|"Alamo Colleges"|2020|"Non-BEP"|0|32|0|0|1|0|0|1|NA|1|5|0|1|2|16|3|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"121"|"Alternative-South Texas Educator Program"|2020|"Non-BEP"|0|94|0|0|8|0|0|8|NA|2|11|1|1|2|47|12|3|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"122"|"Angelo State University"|2020|"Non-BEP"|0|10|20|274|0|1|0|1|0|1|2|0|0|1|5|0|0|0|1|0|0|1|2|1|0|10|2|3|0|0|0|0|0|10|7|76|5|3|5|19|137|9|3|0|0
"123"|"Austin Community College"|2020|"Non-BEP"|0|120|0|0|19|0|0|19|NA|4|16|2|4|1|60|0|0|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"124"|"Dallas ISD"|2020|"Non-BEP"|0|132|0|0|20|0|0|20|NA|6|25|2|3|5|66|0|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"125"|"Education Career Alternatives Program"|2020|"Non-BEP"|0|992|0|0|66|0|0|66|NA|43|105|25|39|40|496|45|24|23|66|17|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"126"|"EIT: Excellence in Teaching"|2020|"Non-BEP"|0|36|0|0|4|0|0|4|NA|2|12|0|0|0|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"127"|"Hardin-Simmons University"|2020|"Non-BEP"|0|2|2|62|0|0|5|5|0.0806451612903226|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|9|8|4|0|3|0|31|0|0|1|0
"128"|"Harris County Department of Ed"|2020|"Non-BEP"|0|52|0|0|4|0|0|4|NA|1|19|1|1|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"129"|"Houston Baptist University"|2020|"Non-BEP"|0|18|50|72|0|5|11|16|0.152777777777778|1|3|2|0|0|9|0|1|0|2|0|0|1|14|0|0|25|3|0|1|1|0|0|0|2|3|15|2|1|0|1|36|0|1|0|0
"130"|"Houston Community College System"|2020|"Non-BEP"|0|42|0|0|3|0|0|3|NA|3|7|3|0|3|21|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"131"|"HOUSTON ISD"|2020|"Non-BEP"|0|236|0|0|29|0|0|29|NA|16|40|12|11|8|118|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"132"|"Huston-Tillotson University"|2020|"Non-BEP"|0|10|4|22|0|0|0|0|0|0|3|0|1|0|5|0|0|0|1|0|0|0|1|0|0|2|0|1|0|0|0|0|0|0|1|5|1|2|0|0|11|0|0|2|0
"133"|"Intern Teacher ACP"|2020|"Non-BEP"|0|12|0|0|3|0|0|3|NA|0|3|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"134"|"IteachTEXAS"|2020|"Non-BEP"|0|5716|0|0|162|0|0|162|NA|292|805|186|197|205|2858|179|146|152|476|38|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"135"|"Lone Star Colleges"|2020|"Non-BEP"|0|122|0|0|5|0|0|5|NA|8|19|10|7|5|61|1|4|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"136"|"McLennan Community College"|2020|"Non-BEP"|0|78|0|0|1|0|0|1|NA|3|18|1|3|4|39|2|2|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"137"|"McMurry University"|2020|"Non-BEP"|0|2|2|80|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|2|24|4|2|3|0|40|0|0|4|0
"138"|"Mountain View College"|2020|"Non-BEP"|0|24|0|0|2|0|0|2|NA|1|2|0|1|2|12|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"139"|"North American University"|2020|"Non-BEP"|0|6|0|0|0|0|0|0|NA|0|0|1|1|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"140"|"REG 01 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|22|0|0|3|0|0|3|NA|1|0|2|2|0|11|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"141"|"REG 02 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|32|0|0|1|0|0|1|NA|1|9|1|1|1|16|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"142"|"REG 04 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|984|0|0|78|0|0|78|NA|22|195|24|37|19|492|11|26|7|63|9|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"143"|"REG 05 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|144|0|0|0|0|0|0|NA|15|25|3|5|5|72|0|0|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"144"|"REG 06 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|26|0|0|0|0|0|0|NA|2|5|0|2|1|13|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"145"|"REG 07 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|42|0|0|0|0|0|0|NA|4|5|3|1|3|21|0|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"146"|"REG 10 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|330|0|0|27|0|0|27|NA|13|40|11|15|15|165|15|11|5|9|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"147"|"REG 11 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|200|0|0|19|0|0|19|NA|19|34|6|4|6|100|0|4|1|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"148"|"REG 12 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|40|0|0|1|0|0|1|NA|1|4|0|5|3|20|0|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"149"|"REG 13 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|580|0|0|80|0|0|80|NA|11|59|10|11|7|290|67|10|2|25|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"150"|"REG 14 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|50|0|0|0|0|0|0|NA|0|20|2|0|0|25|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"151"|"REG 19 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|82|0|0|3|0|0|3|NA|5|17|7|6|1|41|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"152"|"REG 20 EDUCATION SERVICE CENTER"|2020|"Non-BEP"|0|162|0|0|13|0|0|13|NA|9|27|5|3|3|81|1|8|1|9|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"153"|"Relay Graduate School of Education ACP"|2020|"Non-BEP"|0|176|342|0|29|33|0|62|NA|10|31|5|9|4|88|0|0|0|0|0|0|0|110|5|0|171|12|0|0|7|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"154"|"Rice University"|2020|"Non-BEP"|0|4|4|2|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|1|0|0|0|2|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
"155"|"Sam Houston State University"|2020|"Non-BEP"|0|110|118|1298|20|15|155|190|0.119414483821263|5|21|6|0|0|55|0|1|0|2|0|0|0|15|10|9|59|5|0|1|1|0|3|0|19|46|265|32|3|36|37|649|35|6|15|0
"156"|"South Texas Transition to Teaching ACP"|2020|"Non-BEP"|0|142|0|0|2|0|0|2|NA|5|21|0|0|3|71|0|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"157"|"Southwestern Adventist University"|2020|"Non-BEP"|0|2|0|12|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|1|0|6|0|0|0|0
"158"|"Southwestern Assemblies of God Univ"|2020|"Non-BEP"|0|8|0|32|0|0|0|0|0|0|1|1|1|0|4|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|9|0|0|1|0|16|0|0|2|0
"159"|"Stephen F Austin State University"|2020|"Non-BEP"|0|30|12|710|0|0|0|0|0|0|2|0|1|3|15|0|3|4|2|0|0|1|1|1|0|6|0|2|0|1|0|0|0|13|63|147|15|7|18|66|355|5|0|21|0
"160"|"Sul Ross State University - Alpine"|2020|"Non-BEP"|0|8|12|44|0|0|0|0|0|0|1|0|0|1|4|1|0|0|0|1|0|0|1|1|0|6|1|2|0|0|1|0|0|3|1|12|1|0|1|0|22|3|0|1|0
"161"|"Sul Ross State University - Rio Grande"|2020|"Non-BEP"|0|6|0|74|0|0|0|0|0|0|2|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|24|2|1|4|0|37|0|0|0|0
"162"|"Tarleton State University"|2020|"Non-BEP"|0|60|0|790|6|0|144|150|0.182278481012658|1|18|1|1|1|30|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|4|156|12|3|2|15|395|33|0|19|0
"163"|"TeacherBuilder.com"|2020|"Non-BEP"|0|426|0|0|38|0|0|38|NA|23|57|6|10|13|213|9|4|11|37|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"164"|"Teachers for the 21st Century"|2020|"Non-BEP"|0|30|0|0|3|0|0|3|NA|3|3|0|0|0|15|1|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"165"|"Teachworthy"|2020|"Non-BEP"|0|1174|0|0|84|0|0|84|NA|68|153|32|34|25|587|50|28|19|81|11|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"166"|"Texas A&M International University"|2020|"Non-BEP"|0|18|6|164|1|1|3|5|0.0182926829268293|1|1|3|2|0|9|0|0|0|1|0|0|0|1|0|0|3|1|0|0|0|0|0|0|1|5|54|4|1|1|1|82|0|1|11|0
"167"|"Texas A&M University"|2020|"Non-BEP"|0|6|56|1278|0|0|154|154|0.120500782472613|1|0|0|0|2|3|0|0|0|0|0|0|0|0|2|0|28|13|1|0|9|3|0|0|32|0|266|82|14|0|43|639|27|0|21|0
"168"|"Texas A&M University - Commerce"|2020|"BEP"|0|30|2|806|2|0|58|60|0.0719602977667494|0|5|0|2|0|15|4|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|8|37|239|14|11|4|12|403|8|4|8|0
"169"|"Texas A&M University - Kingsville"|2020|"Non-BEP"|0|4|0|250|0|0|12|12|0.048|0|0|1|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|27|57|1|1|0|8|125|7|0|6|0
"170"|"Texas A&M University - Texarkana"|2020|"Non-BEP"|0|16|0|68|0|0|0|0|0|1|3|1|1|1|8|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|1|0|1|0|34|0|0|0|0
"171"|"Texas College"|2020|"Non-BEP"|0|2|0|10|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|5|0|0|3|0
"172"|"Texas Lutheran University"|2020|"Non-BEP"|0|14|0|94|1|0|3|4|0.0319148936170213|0|4|0|1|0|7|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3|17|13|4|0|4|0|47|0|0|3|0
"173"|"Texas State University"|2020|"Non-BEP"|0|16|128|2064|1|19|292|312|0.141472868217054|3|1|0|0|1|8|0|2|0|0|0|0|2|22|2|1|64|4|2|0|5|6|1|0|59|120|358|21|9|42|50|1032|21|5|55|0
"174"|"Texas Tech University"|2020|"BEP"|0|16|6|1018|1|0|92|93|0.0903732809430255|0|1|3|1|0|8|0|0|0|1|1|0|2|0|0|0|3|0|0|0|0|0|1|0|13|49|237|39|7|12|28|509|31|1|0|0
"175"|"Texas Wesleyan University"|2020|"Non-BEP"|0|22|10|114|3|1|20|24|0.175438596491228|0|8|0|0|0|11|0|0|0|0|0|0|0|4|0|0|5|0|0|0|0|0|0|0|3|3|26|1|0|2|0|57|0|2|0|0
"176"|"Texas Womans University"|2020|"BEP"|0|6|48|314|0|1|35|36|0.111464968152866|0|0|1|0|0|3|0|2|0|0|0|0|4|8|0|3|24|2|1|0|3|2|0|0|5|15|75|6|3|0|9|157|4|0|5|0
"177"|"The Texas Institute for Teacher Educatio"|2020|"Non-BEP"|0|192|0|0|19|0|0|19|NA|6|38|9|5|0|96|0|0|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"178"|"TNTP Academy - Fort Worth"|2020|"Non-BEP"|0|60|0|0|0|0|0|0|NA|3|23|2|2|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"179"|"University of Houston"|2020|"Non-BEP"|0|22|8|1138|0|0|45|45|0.0395430579964851|0|0|7|4|0|11|0|0|0|0|0|0|0|2|0|0|4|0|0|0|1|1|0|0|38|70|270|67|31|32|8|569|0|8|0|0
"180"|"University of Houston-Clear Lake"|2020|"Non-BEP"|0|32|10|494|1|0|54|55|0.109311740890688|1|9|0|1|2|16|0|0|0|2|0|0|0|0|0|0|5|0|0|0|2|3|0|0|7|4|134|13|2|10|19|247|0|0|4|0
"181"|"University of Houston-Victoria"|2020|"Non-BEP"|0|10|6|96|0|0|1|1|0.0104166666666667|1|3|0|0|1|5|0|0|0|0|0|0|0|0|0|0|3|1|0|0|1|1|0|0|3|0|36|0|0|2|1|48|0|1|4|0
"182"|"University of Mary Hardin-Baylor"|2020|"Non-BEP"|0|8|20|132|0|0|1|1|0.00757575757575758|1|3|0|0|0|4|0|0|0|0|0|0|1|2|0|1|10|3|0|0|0|2|1|0|6|12|29|1|3|6|5|66|0|0|3|0
"183"|"University of North Texas"|2020|"BEP"|0|22|110|1488|1|12|206|219|0.138440860215054|1|4|0|0|2|11|1|0|0|2|0|0|3|14|1|2|55|8|1|0|7|6|1|0|35|120|221|36|25|44|40|744|5|4|7|1
"184"|"University of North Texas - Dallas"|2020|"BEP"|1|2|10|138|0|1|12|13|0.0869565217391304|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|5|2|0|1|0|1|0|0|2|0|39|7|0|6|2|69|0|1|0|0
"185"|"University of Texas - Arlington"|2020|"BEP"|0|12|26|732|1|2|80|83|0.109289617486339|0|1|2|0|2|6|0|0|0|0|0|0|1|8|0|0|13|1|0|0|0|1|0|0|29|39|135|25|16|16|5|366|0|0|21|0
"186"|"University of Texas - Austin"|2020|"Non-BEP"|0|68|50|708|3|9|89|101|0.125706214689266|9|2|3|13|3|34|0|0|0|0|1|0|2|1|0|1|25|7|1|0|4|0|0|0|12|43|119|20|24|16|21|354|0|6|3|1
"187"|"University of Texas - Dallas"|2020|"BEP"|0|6|36|170|1|4|11|16|0.0647058823529412|1|0|0|0|1|3|0|0|0|0|0|0|0|5|2|0|18|2|0|0|1|4|0|0|7|0|37|10|13|7|0|85|0|0|0|0
"188"|"University of Texas - El Paso"|2020|"Non-BEP"|0|62|4|592|5|0|39|44|0.0658783783783784|6|7|2|2|1|31|0|3|1|3|1|0|0|2|0|0|2|0|0|0|0|0|0|0|18|30|99|30|12|17|25|296|0|3|23|0
"189"|"University of Texas - Permian Basin"|2020|"Non-BEP"|0|112|60|66|4|2|1|7|0.0151515151515152|6|27|1|1|4|56|0|1|4|8|0|0|1|11|2|5|30|2|3|0|0|4|0|0|3|3|22|0|0|1|3|33|0|0|0|0
"190"|"University of Texas - San Antonio"|2020|"Non-BEP"|0|48|22|698|1|2|42|45|0.0601719197707736|6|6|2|2|6|24|0|1|0|0|0|0|0|2|0|3|11|3|0|0|1|0|0|0|42|26|163|16|8|18|15|349|0|6|13|0
"191"|"Urban Teachers"|2020|"Non-BEP"|0|220|0|0|54|0|0|54|NA|17|25|12|0|0|110|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"192"|"Wayland Baptist University"|2020|"Non-BEP"|0|4|12|78|0|0|0|0|0|0|0|0|1|0|2|0|1|0|0|0|0|0|3|0|0|6|0|1|0|2|0|0|0|4|4|20|1|2|2|4|39|0|0|2|0
"193"|"Web-Centric Alternative Cert Program"|2020|"Non-BEP"|0|1028|0|0|42|0|0|42|NA|61|191|28|18|22|514|5|17|29|94|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"194"|"West Texas A&M University"|2020|"Non-BEP"|0|146|10|158|0|0|0|0|0|10|33|6|8|2|73|2|2|8|1|1|0|0|4|0|0|5|1|0|0|0|0|0|0|3|20|30|5|0|0|6|79|13|0|2|0
"195"|"YES PREP PUBLIC SCHOOLS INC"|2020|"Non-BEP"|0|412|0|0|35|0|0|35|NA|27|83|15|16|12|206|0|4|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"196"|"Abilene Christian University"|2020|"Non-BEP"|0|0|14|124|0|1|17|18|0.137096774193548|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0|0|7|0|0|0|0|0|0|0|7|8|22|1|0|1|6|62|0|0|0|0
"197"|"Austin College"|2020|"Non-BEP"|0|0|32|0|0|0|0|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|2|4|1|0|16|3|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"198"|"Baylor University"|2020|"Non-BEP"|0|0|8|388|0|0|55|55|0.141752577319588|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|4|0|0|0|0|0|12|29|50|7|9|12|14|194|1|2|3|0
"199"|"Concordia University"|2020|"Non-BEP"|0|0|2|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|9|0|0|3|0|13|0|0|0|0
"200"|"Dallas Baptist University"|2020|"Non-BEP"|0|0|32|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|3|0|16|3|0|0|1|2|0|0|6|1|30|4|0|3|0|44|0|0|0|0
"201"|"East Texas Baptist University"|2020|"Non-BEP"|0|0|6|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|3|0|1|0|0|0|0|0|4|10|31|7|0|2|0|55|0|0|1|0
"202"|"Lamar University"|2020|"Non-BEP"|0|0|12|262|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|6|1|0|0|0|0|0|0|4|24|77|5|4|3|0|131|1|6|7|0
"203"|"LeTourneau University"|2020|"Non-BEP"|0|0|32|32|0|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|1|16|2|0|0|0|0|0|0|1|0|14|1|0|0|0|16|0|0|0|0
